L1,L2,F1,F2,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
-6.400,6.400,0.100,45.360,33.373,79.292,13.722,33.221,79.454,13.335,30.272,82.613,13.410,30.021,82.868,13.789
-6.500,6.500,0.100,46.084,33.613,79.095,13.718,33.463,79.260,13.331,30.556,82.457,13.406,30.308,82.716,13.785
-6.600,6.600,0.100,46.084,33.613,79.095,13.718,33.463,79.260,13.331,30.556,82.457,13.406,30.308,82.716,13.785
-6.700,6.700,0.100,47.855,33.976,78.725,13.717,33.829,78.894,13.329,31.001,82.166,13.405,30.759,82.430,13.783
-6.800,6.800,0.100,48.259,34.269,78.510,13.713,34.124,78.680,13.326,31.343,81.988,13.401,31.104,82.256,13.779
-6.900,6.900,0.100,48.259,34.269,78.510,13.713,34.124,78.680,13.326,31.343,81.988,13.401,31.104,82.256,13.779
-7.000,7.000,0.100,49.967,34.659,78.125,13.711,34.519,78.299,13.323,31.819,81.679,13.398,31.588,81.953,13.777
-7.100,7.100,0.100,50.349,34.953,77.902,13.706,34.815,78.078,13.318,32.164,81.493,13.393,31.936,81.770,13.772
-7.200,7.200,0.100,51.054,35.185,77.694,13.702,35.049,77.872,13.314,32.443,81.322,13.388,32.218,81.602,13.767
-7.300,7.300,0.100,51.054,35.185,77.694,13.702,35.049,77.872,13.314,32.443,81.322,13.388,32.218,81.602,13.767
-7.400,7.400,0.100,52.826,35.521,77.309,13.700,35.389,77.490,13.312,32.868,81.007,13.386,32.651,81.292,13.764
-7.500,7.500,0.100,53.229,35.796,77.083,13.695,35.667,77.265,13.307,33.195,80.814,13.381,32.981,81.102,13.759
-7.600,7.600,0.100,53.229,35.796,77.083,13.695,35.667,77.265,13.307,33.195,80.814,13.381,32.981,81.102,13.759
-7.700,7.700,0.100,54.943,36.156,76.682,13.693,36.032,76.868,13.304,33.648,80.482,13.378,33.442,80.775,13.756
-7.800,7.800,0.100,55.321,36.434,76.449,13.687,36.312,76.637,13.299,33.979,80.280,13.372,33.777,80.576,13.750
-7.900,7.900,0.100,55.321,36.434,76.449,13.687,36.312,76.637,13.299,33.979,80.280,13.372,33.777,80.576,13.750
-8.000,8.000,0.100,57.046,36.777,76.044,13.684,36.659,76.235,13.295,34.418,79.938,13.368,34.222,80.239,13.746
-8.100,8.100,0.100,57.441,37.039,75.808,13.678,36.924,76.001,13.289,34.735,79.732,13.361,34.543,80.036,13.740
-8.200,8.200,0.100,57.441,37.039,75.808,13.678,36.924,76.001,13.289,34.735,79.732,13.361,34.543,80.036,13.740
-8.300,8.300,0.100,59.177,37.366,75.398,13.675,37.256,75.593,13.285,35.159,79.382,13.357,34.975,79.690,13.735
-8.400,8.400,0.100,59.571,37.621,75.159,13.669,37.513,75.356,13.280,35.470,79.170,13.351,35.290,79.481,13.729
-8.500,8.500,0.100,59.571,37.621,75.159,13.669,37.513,75.356,13.280,35.470,79.170,13.351,35.290,79.481,13.729
-8.600,8.600,0.100,61.305,37.937,74.743,13.665,37.834,74.943,13.275,35.885,78.811,13.346,35.713,79.126,13.725
-8.700,8.700,0.100,61.693,38.185,74.500,13.660,38.085,74.701,13.270,36.191,78.593,13.340,36.023,78.910,13.718
-8.800,8.800,0.100,62.385,38.382,74.272,13.655,38.285,74.474,13.264,36.442,78.392,13.334,36.278,78.711,13.712
-8.900,8.900,0.100,62.385,38.382,74.272,13.655,38.285,74.474,13.264,36.442,78.392,13.334,36.278,78.711,13.712
-9.000,9.000,0.100,64.164,38.656,73.860,13.652,38.564,74.065,13.261,36.817,78.029,13.330,36.661,78.352,13.709
-9.100,9.100,0.100,64.551,38.894,73.613,13.647,38.805,73.818,13.256,37.113,77.804,13.324,36.962,78.129,13.702
-9.200,9.200,0.100,64.551,38.894,73.613,13.647,38.805,73.818,13.256,37.113,77.804,13.324,36.962,78.129,13.702
-9.300,9.300,0.100,66.269,39.189,73.185,13.643,39.105,73.392,13.251,37.512,77.423,13.319,37.369,77.752,13.697
-9.400,9.400,0.100,66.635,39.427,72.932,13.637,39.345,73.141,13.245,37.810,77.189,13.312,37.670,77.520,13.690
-9.500,9.500,0.100,67.313,39.611,72.696,13.631,39.532,72.906,13.240,38.050,76.976,13.306,37.915,77.308,13.684
-9.600,9.600,0.100,67.313,39.611,72.696,13.631,39.532,72.906,13.240,38.050,76.976,13.306,37.915,77.308,13.684
-9.700,9.700,0.100,69.097,39.856,72.276,13.628,39.782,72.488,13.236,38.400,76.595,13.302,38.273,76.931,13.680
-9.800,9.800,0.100,69.482,40.076,72.022,13.622,40.005,72.234,13.230,38.680,76.358,13.295,38.557,76.695,13.673
-9.900,9.900,0.100,69.482,40.076,72.022,13.622,40.005,72.234,13.230,38.680,76.358,13.295,38.557,76.695,13.673
-10.000,10.000,0.100,71.206,40.340,71.585,13.618,40.274,71.800,13.226,39.052,75.959,13.290,38.937,76.300,13.667
-10.100,10.100,0.100,71.568,40.560,71.326,13.612,40.497,71.541,13.219,39.333,75.713,13.282,39.223,76.056,13.660
-10.200,10.200,0.100,71.568,40.560,71.326,13.612,40.497,71.541,13.219,39.333,75.713,13.282,39.223,76.056,13.660
-10.300,10.300,0.100,73.298,40.809,70.887,13.607,40.750,71.104,13.214,39.690,75.309,13.276,39.588,75.653,13.654
-10.400,10.400,0.100,73.672,41.015,70.628,13.600,40.960,70.845,13.207,39.958,75.060,13.268,39.861,75.406,13.646
-10.500,10.500,0.100,74.343,41.174,70.384,13.595,41.122,70.602,13.201,40.177,74.831,13.262,40.085,75.179,13.639
-10.600,10.600,0.100,74.343,41.174,70.384,13.595,41.122,70.602,13.201,40.177,74.831,13.262,40.085,75.179,13.639
-10.700,10.700,0.100,76.135,41.379,69.956,13.592,41.332,70.176,13.198,40.490,74.430,13.257,40.406,74.779,13.635
-10.800,10.800,0.100,76.511,41.575,69.694,13.585,41.531,69.914,13.192,40.747,74.176,13.250,40.668,74.527,13.627
-10.900,10.900,0.100,76.511,41.575,69.694,13.585,41.531,69.914,13.192,40.747,74.176,13.250,40.668,74.527,13.627
-11.000,11.000,0.100,78.239,41.797,69.249,13.581,41.759,69.471,13.187,41.080,73.755,13.244,41.010,74.108,13.621
-11.100,11.100,0.100,78.593,41.992,68.983,13.574,41.956,69.205,13.180,41.338,73.494,13.236,41.272,73.847,13.613
-11.200,11.200,0.100,78.593,41.992,68.983,13.574,41.956,69.205,13.180,41.338,73.494,13.236,41.272,73.847,13.613
-11.300,11.300,0.100,80.326,42.198,68.537,13.569,42.168,68.760,13.175,41.656,73.068,13.230,41.599,73.423,13.607
-11.400,11.400,0.100,80.691,42.380,68.271,13.563,42.352,68.494,13.168,41.900,72.804,13.222,41.848,73.160,13.599
-11.500,11.500,0.100,81.348,42.518,68.020,13.557,42.493,68.244,13.162,42.099,72.561,13.215,42.051,72.918,13.591
-11.600,11.600,0.100,81.348,42.518,68.020,13.557,42.493,68.244,13.162,42.099,72.561,13.215,42.051,72.918,13.591
-11.700,11.700,0.100,83.147,42.683,67.590,13.554,42.663,67.814,13.158,42.374,72.142,13.210,42.335,72.500,13.587
-11.800,11.800,0.100,83.517,42.853,67.322,13.547,42.837,67.546,13.152,42.607,71.875,13.202,42.572,72.233,13.579
-11.900,11.900,0.100,83.517,42.853,67.322,13.547,42.837,67.546,13.152,42.607,71.875,13.202,42.572,72.233,13.579
-12.000,12.000,0.100,85.251,43.033,66.874,13.543,43.022,67.099,13.147,42.900,71.436,13.196,42.874,71.796,13.572
-12.100,12.100,0.100,85.599,43.202,66.603,13.536,43.194,66.827,13.140,43.132,71.162,13.188,43.111,71.522,13.564
-12.200,12.200,0.100,85.599,43.202,66.603,13.536,43.194,66.827,13.140,43.132,71.162,13.188,43.111,71.522,13.564
-12.300,12.300,0.100,87.334,43.367,66.154,13.531,43.365,66.379,13.135,43.409,70.719,13.181,43.397,71.079,13.557
-12.400,12.400,0.100,87.692,43.524,65.884,13.525,43.525,66.109,13.129,43.629,70.443,13.173,43.622,70.804,13.549
-12.500,12.500,0.100,88.332,43.640,65.629,13.519,43.643,65.853,13.122,43.807,70.188,13.166,43.805,70.549,13.542
-12.600,12.600,0.100,88.332,43.640,65.629,13.519,43.643,65.853,13.122,43.807,70.188,13.166,43.805,70.549,13.542
-12.700,12.700,0.100,90.139,43.766,65.200,13.516,43.775,65.424,13.119,44.043,69.756,13.161,44.049,70.117,13.537
-12.800,12.800,0.100,90.503,43.911,64.929,13.509,43.923,65.153,13.112,44.250,69.477,13.153,44.261,69.838,13.528
-12.900,12.900,0.100,90.503,43.911,64.929,13.509,43.923,65.153,13.112,44.250,69.477,13.153,44.261,69.838,13.528
-13.000,13.000,0.100,92.243,44.050,64.482,13.505,44.067,64.706,13.108,44.501,69.025,13.147,44.521,69.386,13.522
-13.100,13.100,0.100,92.586,44.194,64.209,13.499,44.214,64.432,13.101,44.708,68.740,13.138,44.732,69.101,13.514
-13.200,13.200,0.100,92.586,44.194,64.209,13.499,44.214,64.432,13.101,44.708,68.740,13.138,44.732,69.101,13.514
-13.300,13.300,0.100,94.324,44.318,63.761,13.494,44.344,63.984,13.096,44.944,68.285,13.132,44.977,68.645,13.507
-13.400,13.400,0.100,94.674,44.451,63.490,13.488,44.479,63.713,13.090,45.138,67.999,13.124,45.176,68.358,13.499
-13.500,13.500,0.100,95.297,44.545,63.232,13.482,44.576,63.454,13.083,45.294,67.733,13.116,45.337,68.092,13.491
-13.600,13.600,0.100,95.297,44.545,63.232,13.482,44.576,63.454,13.083,45.294,67.733,13.116,45.337,68.092,13.491
-13.700,13.700,0.100,97.113,44.633,62.808,13.480,44.670,63.029,13.080,45.490,67.292,13.112,45.542,67.650,13.487
-13.800,13.800,0.100,97.470,44.754,62.536,13.473,44.793,62.757,13.074,45.672,67.004,13.103,45.728,67.362,13.478
-13.900,13.900,0.100,97.470,44.754,62.536,13.473,44.793,62.757,13.074,45.672,67.004,13.103,45.728,67.362,13.478
-14.000,14.000,0.100,99.217,44.852,62.094,13.469,44.897,62.314,13.070,45.880,66.544,13.097,45.945,66.900,13.472
-14.100,14.100,0.100,99.555,44.972,61.821,13.463,45.019,62.040,13.063,46.060,66.251,13.089,46.129,66.606,13.464
-14.200,14.200,0.100,99.555,44.972,61.821,13.463,45.019,62.040,13.063,46.060,66.251,13.089,46.129,66.606,13.464
-14.300,14.300,0.100,101.296,45.056,61.379,13.459,45.109,61.597,13.058,46.255,65.787,13.083,46.333,66.141,13.457
-14.400,14.400,0.100,101.639,45.165,61.110,13.453,45.221,61.326,13.053,46.423,65.494,13.075,46.506,65.847,13.449
-14.500,14.500,0.100,102.245,45.237,60.850,13.447,45.296,61.067,13.046,46.556,65.220,13.067,46.644,65.572,13.441
-14.600,14.600,0.100,102.245,45.237,60.850,13.447,45.296,61.067,13.046,46.556,65.220,13.067,46.644,65.572,13.441
-14.700,14.700,0.100,104.070,45.290,60.436,13.445,45.354,60.651,13.044,46.713,64.774,13.063,46.808,65.124,13.437
-14.800,14.800,0.100,104.421,45.387,60.165,13.438,45.453,60.379,13.037,46.868,64.480,13.054,46.968,64.829,13.428
-14.900,14.900,0.100,104.421,45.387,60.165,13.438,45.453,60.379,13.037,46.868,64.480,13.054,46.968,64.829,13.428
-15.000,15.000,0.100,106.176,45.447,59.732,13.436,45.518,59.945,13.034,47.034,64.015,13.049,47.143,64.361,13.423
-15.100,15.100,0.100,106.508,45.542,59.462,13.430,45.617,59.673,13.028,47.187,63.716,13.041,47.300,64.061,13.415
-15.200,15.200,0.100,106.508,45.542,59.462,13.430,45.617,59.673,13.028,47.187,63.716,13.041,47.300,64.061,13.415
-15.300,15.300,0.100,108.252,45.589,59.029,13.426,45.669,59.239,13.024,47.340,63.249,13.035,47.461,63.591,13.409
-15.400,15.400,0.100,108.590,45.676,58.763,13.421,45.758,58.971,13.018,47.482,62.951,13.027,47.608,63.291,13.401
-15.500,15.500,0.100,108.590,45.676,58.763,13.421,45.758,58.971,13.018,47.482,62.951,13.027,47.608,63.291,13.401
-15.600,15.600,0.100,110.335,45.710,58.333,13.416,45.797,58.539,13.013,47.621,62.482,13.021,47.756,62.820,13.394
-15.700,15.700,0.100,110.675,45.790,58.069,13.413,45.880,58.273,13.009,47.755,62.184,13.014,47.894,62.520,13.387
-15.800,15.800,0.100,111.255,45.834,57.811,13.405,45.926,58.014,13.002,47.858,61.903,13.006,48.002,62.237,13.379
-15.900,15.900,0.100,111.255,45.834,57.811,13.405,45.926,58.014,13.002,47.858,61.903,13.006,48.002,62.237,13.379
-16.000,16.000,0.100,113.094,45.844,57.414,13.406,45.941,57.615,13.002,47.964,61.457,13.003,48.115,61.788,13.376
-16.100,16.100,0.100,113.436,45.911,57.147,13.398,46.010,57.347,12.994,48.085,61.158,12.994,48.241,61.487,13.367
-16.200,16.200,0.100,113.436,45.911,57.147,13.398,46.010,57.347,12.994,48.085,61.158,12.994,48.241,61.487,13.367
-16.300,16.300,0.100,115.201,45.924,56.732,13.398,46.029,56.930,12.994,48.197,60.694,12.991,48.360,61.019,13.363
-16.400,16.400,0.100,115.527,45.990,56.468,13.391,46.097,56.664,12.987,48.315,60.392,12.982,48.483,60.715,13.354
-16.500,16.500,0.100,115.527,45.990,56.468,13.391,46.097,56.664,12.987,48.315,60.392,12.982,48.483,60.715,13.354
-16.600,16.600,0.100,117.276,45.991,56.052,13.390,46.103,56.246,12.984,48.414,59.925,12.977,48.590,60.245,13.350
-16.700,16.700,0.100,117.608,46.049,55.793,13.385,46.164,55.985,12.979,48.522,59.625,12.970,48.702,59.942,13.342
-16.800,16.800,0.100,118.172,46.072,55.540,13.380,46.189,55.729,12.974,48.601,59.341,12.963,48.785,59.656,13.335
-16.900,16.900,0.100,118.172,46.072,55.540,13.380,46.189,55.729,12.974,48.601,59.341,12.963,48.785,59.656,13.335
-17.000,17.000,0.100,120.020,46.052,55.160,13.380,46.174,55.347,12.974,48.669,58.900,12.960,48.860,59.211,13.332
-17.100,17.100,0.100,120.357,46.097,54.898,13.373,46.220,55.083,12.967,48.763,58.600,12.952,48.959,58.908,13.324
-17.200,17.200,0.100,120.357,46.097,54.898,13.373,46.220,55.083,12.967,48.763,58.600,12.952,48.959,58.908,13.324
-17.300,17.300,0.100,122.130,46.077,54.501,13.373,46.205,54.683,12.967,48.835,58.141,12.949,49.038,58.445,13.320
-17.400,17.400,0.100,122.452,46.122,54.243,13.368,46.252,54.424,12.961,48.926,57.839,12.941,49.134,58.141,13.312
-17.500,17.500,0.100,123.010,46.132,53.996,13.364,46.265,54.174,12.957,48.989,57.556,12.936,49.201,57.854,13.307
-17.600,17.600,0.100,123.010,46.132,53.996,13.364,46.265,54.174,12.957,48.989,57.556,12.936,49.201,57.854,13.307
-17.700,17.700,0.100,124.860,46.092,53.627,13.364,46.229,53.803,12.956,49.032,57.119,12.932,49.250,57.413,13.303
-17.800,17.800,0.100,125.197,46.122,53.372,13.359,46.262,53.545,12.951,49.108,56.821,12.925,49.330,57.112,13.296
-17.900,17.900,0.100,125.197,46.122,53.372,13.359,46.262,53.545,12.951,49.108,56.821,12.925,49.330,57.112,13.296
-18.000,18.000,0.100,126.973,46.081,52.987,13.358,46.225,53.157,12.950,49.152,56.368,12.922,49.381,56.654,13.292
-18.100,18.100,0.100,127.295,46.112,52.736,13.354,46.258,52.904,12.946,49.225,56.068,12.915,49.458,56.351,13.285
-18.200,18.200,0.100,127.295,46.112,52.736,13.354,46.258,52.904,12.946,49.225,56.068,12.915,49.458,56.351,13.285
-18.300,18.300,0.100,129.048,46.059,52.350,13.352,46.209,52.515,12.943,49.257,55.613,12.911,49.496,55.890,13.281
-18.400,18.400,0.100,129.376,46.085,52.107,13.350,46.237,52.269,12.941,49.322,55.316,12.905,49.565,55.591,13.275
-18.500,18.500,0.100,129.908,46.073,51.863,13.344,46.227,52.023,12.934,49.359,55.032,12.898,49.607,55.303,13.268
-18.600,18.600,0.100,129.908,46.073,51.863,13.344,46.227,52.023,12.934,49.359,55.032,12.898,49.607,55.303,13.268
-18.700,18.700,0.100,131.777,46.010,51.518,13.349,46.168,51.675,12.939,49.367,54.609,12.898,49.620,54.874,13.268
-18.800,18.800,0.100,132.100,46.019,51.268,13.339,46.178,51.422,12.929,49.418,54.311,12.888,49.675,54.573,13.258
-18.900,18.900,0.100,132.100,46.019,51.268,13.339,46.178,51.422,12.929,49.418,54.311,12.888,49.675,54.573,13.258
-19.000,19.000,0.100,133.892,45.952,50.908,13.346,46.115,51.059,12.935,49.424,53.871,12.890,49.688,54.128,13.259
-19.100,19.100,0.100,134.203,45.963,50.663,13.335,46.127,50.812,12.924,49.472,53.574,12.879,49.739,53.827,13.248
-19.200,19.200,0.100,134.203,45.963,50.663,13.335,46.127,50.812,12.924,49.472,53.574,12.879,49.739,53.827,13.248
-19.300,19.300,0.100,135.968,45.883,50.302,13.343,46.051,50.446,12.931,49.467,53.132,12.881,49.739,53.379,13.249
-19.400,19.400,0.100,136.285,45.891,50.066,13.331,46.061,50.208,12.920,49.507,52.840,12.870,49.783,53.083,13.238
-19.500,19.500,0.100,136.285,45.891,50.066,13.331,46.061,50.208,12.920,49.507,52.840,12.870,49.783,53.083,13.238
-19.600,19.600,0.100,138.039,45.799,49.706,13.340,45.973,49.844,12.927,49.490,52.399,12.872,49.771,52.636,13.240
-19.700,19.700,0.100,138.364,45.807,49.477,13.329,45.981,49.613,12.917,49.524,52.111,12.861,49.809,52.344,13.229
-19.800,19.800,0.100,138.364,45.807,49.477,13.329,45.981,49.613,12.917,49.524,52.111,12.861,49.809,52.344,13.229
-19.900,19.900,0.100,140.109,45.704,49.121,13.337,45.883,49.252,12.924,49.495,51.672,12.863,49.785,51.899,13.231
-20.000,20.000,0.100,140.441,45.710,48.899,13.327,45.889,49.028,12.914,49.523,51.388,12.853,49.816,51.611,13.221
-20.100,20.100,0.100,140.935,45.661,48.666,13.331,45.843,48.791,12.918,49.521,51.107,12.853,49.818,51.326,13.220
-20.200,20.200,0.100,140.935,45.661,48.666,13.331,45.843,48.791,12.918,49.521,51.107,12.853,49.818,51.326,13.220
-20.300,20.300,0.100,142.831,45.573,48.363,13.327,45.757,48.485,12.913,49.479,50.711,12.848,49.781,50.923,13.215
-20.400,20.400,0.100,143.135,45.545,48.124,13.330,45.731,48.243,12.916,49.489,50.420,12.846,49.794,50.628,13.213
-20.500,20.500,0.100,143.135,45.545,48.124,13.330,45.731,48.243,12.916,49.489,50.420,12.846,49.794,50.628,13.213
-20.600,20.600,0.100,144.952,45.448,47.808,13.325,45.636,47.923,12.911,49.442,50.009,12.841,49.752,50.211,13.208
-20.700,20.700,0.100,145.249,45.425,47.576,13.330,45.615,47.688,12.916,49.449,49.720,12.840,49.762,49.918,13.207
-20.800,20.800,0.100,145.775,45.384,47.368,13.319,45.575,47.478,12.905,49.438,49.455,12.831,49.753,49.648,13.198
-20.900,20.900,0.100,145.775,45.384,47.368,13.319,45.575,47.478,12.905,49.438,49.455,12.831,49.753,49.648,13.198
-21.000,21.000,0.100,147.644,45.266,47.068,13.334,45.461,47.172,12.919,49.370,49.062,12.837,49.690,49.249,13.204
-21.100,21.100,0.100,147.977,45.243,46.850,13.316,45.437,46.953,12.900,49.368,48.786,12.823,49.690,48.968,13.189
-21.200,21.200,0.100,147.977,45.243,46.850,13.316,45.437,46.953,12.900,49.368,48.786,12.823,49.690,48.968,13.189
-21.300,21.300,0.100,149.774,45.117,46.541,13.339,45.316,46.638,12.923,49.295,48.382,12.835,49.621,48.556,13.201
-21.400,21.400,0.100,150.090,45.099,46.328,13.310,45.296,46.423,12.895,49.290,48.107,12.814,49.619,48.277,13.180
-21.500,21.500,0.100,150.090,45.099,46.328,13.310,45.296,46.423,12.895,49.290,48.107,12.814,49.619,48.277,13.180
-21.600,21.600,0.100,151.858,44.960,46.020,13.347,45.162,46.109,12.929,49.206,47.702,12.833,49.539,47.865,13.199
-21.700,21.700,0.100,152.174,44.943,45.812,13.301,45.143,45.901,12.885,49.196,47.432,12.803,49.531,47.590,13.168
-21.800,21.800,0.100,152.174,44.943,45.812,13.301,45.143,45.901,12.885,49.196,47.432,12.803,49.531,47.590,13.168
-21.800,21.800,0.100,153.931,44.791,45.511,13.361,44.998,45.591,12.943,49.100,47.030,12.836,49.439,47.181,13.202
-21.800,21.800,0.100,152.966,44.854,45.403,13.280,45.054,45.487,12.864,49.144,46.900,12.785,49.485,47.049,13.150
-21.800,21.800,0.100,152.469,44.818,45.331,13.378,45.026,45.406,12.960,49.140,46.807,12.840,49.480,46.955,13.206
-21.800,21.800,0.100,152.469,44.818,45.331,13.378,45.026,45.406,12.960,49.140,46.807,12.840,49.480,46.955,13.206
-21.800,21.800,0.100,152.232,44.845,45.301,13.244,45.044,45.387,12.829,49.145,46.777,12.761,49.487,46.923,13.125
-21.800,21.800,0.100,152.064,44.810,45.290,13.420,45.021,45.361,13.000,49.137,46.749,12.862,49.477,46.897,13.228
-21.800,21.800,0.100,152.064,44.810,45.290,13.420,45.021,45.361,13.000,49.137,46.749,12.862,49.477,46.897,13.228
-21.800,21.800,0.100,151.925,44.833,45.264,13.185,45.029,45.353,12.772,49.136,46.742,12.726,49.479,46.886,13.090
-21.800,21.800,0.100,151.871,44.814,45.290,13.499,45.029,45.356,13.076,49.139,46.741,12.908,49.478,46.891,13.274
-21.800,21.800,0.100,151.871,44.814,45.290,13.499,45.029,45.356,13.076,49.139,46.741,12.908,49.478,46.891,13.274
-21.800,21.800,0.100,151.615,44.823,45.236,13.091,45.014,45.330,12.678,49.129,46.733,12.671,49.473,46.874,13.035
-21.800,21.800,0.100,151.578,44.828,45.311,13.624,45.050,45.367,13.197,49.147,46.759,12.980,49.484,46.911,13.346
-21.800,21.800,0.100,151.040,44.808,45.206,12.966,44.992,45.308,12.553,49.118,46.740,12.602,49.465,46.878,12.966
-21.800,21.800,0.100,151.040,44.808,45.206,12.966,44.992,45.308,12.553,49.118,46.740,12.602,49.465,46.878,12.966
-21.800,21.800,0.100,151.009,44.843,45.340,13.769,45.071,45.384,13.334,49.151,46.796,13.059,49.487,46.950,13.426
-21.800,21.800,0.100,150.257,44.782,45.185,12.865,44.961,45.290,12.451,49.102,46.761,12.552,49.450,46.896,12.916
-21.800,21.800,0.100,150.257,44.782,45.185,12.865,44.961,45.290,12.451,49.102,46.761,12.552,49.450,46.896,12.916
-21.800,21.800,0.100,150.416,44.841,45.361,13.861,45.071,45.394,13.422,49.142,46.827,13.107,49.477,46.983,13.475
-21.800,21.800,0.100,149.744,44.754,45.180,12.822,44.933,45.286,12.405,49.085,46.776,12.532,49.432,46.910,12.897
-21.800,21.800,0.100,149.744,44.754,45.180,12.822,44.933,45.286,12.405,49.085,46.776,12.532,49.432,46.910,12.897
-21.800,21.800,0.100,150.139,44.831,45.370,13.895,45.061,45.399,13.454,49.130,46.839,13.126,49.466,46.995,13.494
-21.800,21.800,0.100,149.575,44.740,45.181,12.808,44.919,45.286,12.390,49.076,46.780,12.524,49.424,46.913,12.889
